var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,label
5.0,16.0,0.0,1.0,1.0,3.0,0.6,0.5758,0.78,0.2537,0.230532786885
7.0,1.0,0.0,3.0,1.0,1.0,0.7,0.6667,0.74,0.1343,0.0143442622951
7.0,22.0,0.0,2.0,1.0,2.0,0.64,0.5758,0.83,0.1343,0.141393442623
4.0,13.0,0.0,5.0,1.0,3.0,0.34,0.3333,0.87,0.194,0.0399590163934
7.0,0.0,0.0,4.0,1.0,1.0,0.74,0.6667,0.51,0.1045,0.0891393442623
9.0,15.0,0.0,1.0,1.0,1.0,0.72,0.6818,0.62,0.1343,0.213114754098
8.0,20.0,0.0,5.0,1.0,1.0,0.72,0.697,0.79,0.0896,0.22643442623
7.0,21.0,0.0,1.0,1.0,1.0,0.72,0.6818,0.7,0.194,0.328893442623
4.0,10.0,0.0,2.0,1.0,1.0,0.46,0.4545,0.47,0.1642,0.184426229508
10.0,7.0,0.0,1.0,1.0,2.0,0.36,0.3485,0.71,0.1343,0.254098360656
10.0,3.0,0.0,5.0,1.0,1.0,0.54,0.5152,0.73,0.0,0.015368852459
8.0,15.0,0.0,6.0,0.0,3.0,0.64,0.5758,0.89,0.5522,0.0297131147541
1.0,20.0,0.0,4.0,1.0,1.0,0.16,0.1515,0.47,0.2239,0.0645491803279
8.0,15.0,0.0,5.0,1.0,2.0,0.8,0.7727,0.59,0.194,0.254098360656
5.0,13.0,0.0,6.0,0.0,1.0,0.7,0.6364,0.45,0.0,0.472336065574
1.0,15.0,0.0,5.0,1.0,2.0,0.22,0.2273,0.35,0.194,0.15881147541
3.0,0.0,0.0,4.0,1.0,1.0,0.52,0.5,0.83,0.0896,0.0409836065574
12.0,6.0,0.0,4.0,1.0,2.0,0.3,0.3333,0.65,0.0,0.11987704918
9.0,12.0,0.0,0.0,0.0,1.0,0.56,0.5303,0.43,0.1045,0.794057377049
7.0,4.0,0.0,6.0,0.0,1.0,0.64,0.5758,0.83,0.2239,0.00512295081967
6.0,15.0,0.0,4.0,1.0,1.0,0.94,0.8333,0.31,0.1642,0.105532786885
4.0,22.0,0.0,0.0,0.0,3.0,0.54,0.5152,1.0,0.1642,0.0450819672131
8.0,1.0,0.0,6.0,0.0,3.0,0.62,0.5455,0.94,0.1642,0.093237704918
4.0,22.0,0.0,1.0,1.0,1.0,0.6,0.5909,0.73,0.2985,0.107581967213
7.0,18.0,0.0,1.0,1.0,1.0,0.84,0.803,0.53,0.0,0.8125
5.0,12.0,0.0,4.0,1.0,1.0,0.56,0.5303,0.73,0.1343,0.30737704918
5.0,22.0,0.0,6.0,0.0,2.0,0.58,0.5455,0.78,0.194,0.22131147541
3.0,3.0,0.0,1.0,1.0,2.0,0.34,0.303,0.71,0.3284,0.0
11.0,19.0,0.0,2.0,1.0,1.0,0.32,0.2879,0.49,0.3582,0.363729508197
6.0,12.0,0.0,4.0,1.0,1.0,0.7,0.6364,0.42,0.0,0.343237704918
8.0,21.0,0.0,0.0,0.0,1.0,0.64,0.5758,0.83,0.1343,0.169057377049
8.0,16.0,0.0,0.0,0.0,3.0,0.64,0.5758,0.89,0.2836,0.176229508197
1.0,0.0,0.0,3.0,1.0,2.0,0.46,0.4545,0.77,0.3284,0.016393442623
10.0,0.0,0.0,1.0,1.0,1.0,0.42,0.4242,0.77,0.0,0.031762295082
2.0,23.0,0.0,6.0,0.0,1.0,0.26,0.2576,0.93,0.2239,0.0594262295082
8.0,7.0,0.0,1.0,1.0,1.0,0.72,0.6818,0.62,0.2985,0.272540983607
9.0,20.0,0.0,6.0,0.0,1.0,0.52,0.5,0.55,0.194,0.321721311475
9.0,8.0,1.0,1.0,0.0,2.0,0.66,0.6061,0.78,0.194,0.102459016393
11.0,17.0,0.0,3.0,1.0,2.0,0.34,0.303,0.49,0.3284,0.388319672131
12.0,0.0,0.0,4.0,1.0,3.0,0.26,0.2273,0.87,0.2985,0.00204918032787
1.0,6.0,0.0,1.0,1.0,2.0,0.2,0.2576,0.86,0.0,0.0420081967213
2.0,18.0,0.0,2.0,1.0,1.0,0.38,0.3939,0.4,0.4478,0.434426229508
8.0,2.0,0.0,4.0,1.0,1.0,0.68,0.6364,0.69,0.3881,0.00409836065574
11.0,9.0,0.0,4.0,1.0,1.0,0.24,0.2879,0.6,0.0,0.305327868852
6.0,6.0,0.0,1.0,1.0,1.0,0.52,0.5,0.68,0.0,0.141393442623
9.0,19.0,0.0,3.0,1.0,1.0,0.7,0.6515,0.54,0.1642,0.641393442623
5.0,14.0,0.0,0.0,0.0,1.0,0.6,0.6212,0.49,0.0,0.373975409836
10.0,19.0,0.0,1.0,1.0,2.0,0.54,0.5152,0.68,0.1045,0.527663934426
2.0,21.0,0.0,1.0,1.0,1.0,0.28,0.2879,0.45,0.1343,0.149590163934
9.0,7.0,0.0,3.0,1.0,1.0,0.54,0.5152,0.77,0.1343,0.544057377049
9.0,12.0,0.0,0.0,0.0,1.0,0.54,0.5152,0.64,0.1343,0.371926229508
8.0,12.0,0.0,2.0,1.0,1.0,0.8,0.7424,0.49,0.2836,0.303278688525
12.0,23.0,0.0,6.0,0.0,2.0,0.32,0.3485,0.81,0.0,0.128073770492
1.0,20.0,0.0,3.0,1.0,1.0,0.22,0.2273,0.47,0.1642,0.0901639344262
3.0,18.0,0.0,1.0,1.0,2.0,0.52,0.5,0.72,0.2239,0.281762295082
2.0,5.0,0.0,5.0,1.0,2.0,0.14,0.1515,0.63,0.1343,0.00614754098361
2.0,17.0,0.0,4.0,1.0,1.0,0.42,0.4242,0.54,0.4925,0.460040983607
12.0,16.0,0.0,1.0,1.0,1.0,0.6,0.6212,0.53,0.1343,0.451844262295
1.0,5.0,0.0,1.0,1.0,1.0,0.16,0.1364,0.47,0.2836,0.00204918032787
4.0,13.0,0.0,6.0,0.0,1.0,0.52,0.5,0.83,0.3881,0.318647540984
9.0,11.0,0.0,4.0,1.0,1.0,0.72,0.6667,0.51,0.1343,0.195696721311
2.0,17.0,0.0,1.0,1.0,2.0,0.32,0.3182,0.7,0.1642,0.220286885246
8.0,7.0,0.0,5.0,1.0,1.0,0.64,0.5758,0.83,0.0,0.271516393443
9.0,14.0,0.0,5.0,1.0,2.0,0.64,0.6212,0.47,0.2985,0.271516393443
4.0,0.0,0.0,2.0,1.0,2.0,0.44,0.4394,0.47,0.2836,0.0256147540984
10.0,18.0,0.0,3.0,1.0,2.0,0.56,0.5303,0.49,0.1642,0.863729508197
12.0,12.0,0.0,5.0,1.0,2.0,0.32,0.2879,0.39,0.3582,0.228483606557
7.0,5.0,1.0,3.0,0.0,1.0,0.66,0.6212,0.69,0.0,0.0184426229508
10.0,18.0,0.0,4.0,1.0,1.0,0.66,0.6212,0.57,0.1045,0.907786885246
3.0,14.0,0.0,2.0,1.0,1.0,0.32,0.303,0.36,0.2239,0.138319672131
2.0,17.0,0.0,2.0,1.0,1.0,0.44,0.4394,0.35,0.194,0.520491803279
9.0,6.0,0.0,2.0,1.0,2.0,0.64,0.5758,0.89,0.3284,0.170081967213
8.0,5.0,0.0,0.0,0.0,1.0,0.66,0.5909,0.89,0.2985,0.00717213114754
5.0,4.0,0.0,0.0,0.0,2.0,0.52,0.5,1.0,0.0,0.0122950819672
6.0,17.0,0.0,0.0,0.0,1.0,0.84,0.7273,0.32,0.2537,0.544057377049
9.0,5.0,0.0,0.0,0.0,1.0,0.46,0.4545,0.59,0.2537,0.00512295081967
2.0,10.0,0.0,0.0,0.0,2.0,0.26,0.2424,0.52,0.2537,0.194672131148
5.0,5.0,1.0,1.0,0.0,1.0,0.6,0.5758,0.78,0.1343,0.00819672131148
9.0,9.0,0.0,6.0,0.0,1.0,0.7,0.6667,0.74,0.3881,0.355532786885
12.0,11.0,0.0,3.0,1.0,1.0,0.4,0.4091,0.54,0.2239,0.203893442623
2.0,16.0,0.0,6.0,0.0,3.0,0.22,0.197,0.75,0.4179,0.14856557377
10.0,9.0,0.0,0.0,0.0,1.0,0.3,0.2879,0.65,0.2537,0.149590163934
7.0,17.0,0.0,1.0,1.0,1.0,0.86,0.8485,0.56,0.4179,0.525614754098
8.0,15.0,0.0,3.0,1.0,1.0,0.8,0.7273,0.43,0.1343,0.161885245902
4.0,14.0,0.0,5.0,1.0,3.0,0.34,0.3182,0.87,0.2537,0.0358606557377
8.0,19.0,0.0,5.0,1.0,1.0,0.72,0.697,0.79,0.1045,0.296106557377
11.0,23.0,0.0,4.0,1.0,1.0,0.26,0.2576,0.52,0.2239,0.0584016393443
9.0,1.0,0.0,1.0,1.0,2.0,0.62,0.5606,0.88,0.1045,0.016393442623
9.0,14.0,0.0,5.0,1.0,2.0,0.7,0.6515,0.54,0.2537,0.407786885246
5.0,13.0,0.0,2.0,1.0,2.0,0.7,0.6515,0.58,0.6119,0.197745901639
1.0,8.0,0.0,3.0,1.0,1.0,0.24,0.2273,0.7,0.2537,0.524590163934
10.0,9.0,0.0,6.0,0.0,1.0,0.42,0.4242,0.67,0.0896,0.172131147541
12.0,6.0,0.0,2.0,1.0,2.0,0.34,0.303,0.71,0.2985,0.11987704918
4.0,11.0,0.0,1.0,1.0,1.0,0.64,0.6061,0.73,0.2239,0.149590163934
5.0,13.0,0.0,2.0,1.0,3.0,0.64,0.6061,0.73,0.194,0.243852459016
5.0,5.0,0.0,5.0,1.0,1.0,0.42,0.4242,0.47,0.1642,0.0256147540984
10.0,0.0,0.0,1.0,1.0,3.0,0.44,0.4394,0.88,0.3582,0.0215163934426
9.0,2.0,0.0,4.0,1.0,1.0,0.62,0.5909,0.73,0.1045,0.00409836065574
10.0,15.0,0.0,4.0,1.0,2.0,0.52,0.5,0.83,0.1045,0.108606557377
1.0,7.0,0.0,1.0,1.0,1.0,0.02,0.1212,0.48,0.0,0.0850409836066
12.0,21.0,0.0,5.0,1.0,1.0,0.26,0.2273,0.41,0.4179,0.0706967213115
2.0,14.0,0.0,4.0,1.0,3.0,0.32,0.3182,0.81,0.194,0.030737704918
12.0,10.0,1.0,2.0,0.0,1.0,0.28,0.3182,0.81,0.0,0.031762295082
9.0,8.0,0.0,0.0,0.0,1.0,0.48,0.4697,0.55,0.3582,0.178278688525
3.0,7.0,0.0,2.0,1.0,2.0,0.46,0.4545,0.82,0.2836,0.314549180328
3.0,5.0,0.0,0.0,0.0,2.0,0.4,0.4091,0.94,0.1045,0.00512295081967
9.0,10.0,0.0,0.0,0.0,1.0,0.62,0.6212,0.5,0.1045,0.501024590164
8.0,18.0,0.0,5.0,1.0,1.0,0.76,0.697,0.52,0.2537,0.47643442623
3.0,14.0,0.0,1.0,1.0,1.0,0.32,0.303,0.22,0.2239,0.0809426229508
3.0,10.0,0.0,0.0,0.0,2.0,0.4,0.4091,0.87,0.3284,0.25512295082
3.0,0.0,0.0,6.0,0.0,3.0,0.36,0.3636,0.93,0.0896,0.0215163934426
9.0,21.0,0.0,4.0,1.0,1.0,0.46,0.4545,0.63,0.3284,0.147540983607
2.0,20.0,0.0,1.0,1.0,2.0,0.32,0.3333,0.7,0.1045,0.0891393442623
6.0,1.0,0.0,3.0,1.0,1.0,0.68,0.6364,0.79,0.2985,0.0276639344262
10.0,3.0,0.0,5.0,1.0,1.0,0.36,0.3485,0.71,0.1343,0.00614754098361
12.0,11.0,0.0,4.0,1.0,2.0,0.28,0.2424,0.56,0.4478,0.104508196721
8.0,14.0,0.0,1.0,1.0,1.0,0.82,0.7576,0.46,0.0,0.293032786885
8.0,13.0,0.0,3.0,1.0,1.0,0.76,0.6818,0.48,0.4179,0.240778688525
5.0,13.0,0.0,4.0,1.0,1.0,0.54,0.5152,0.39,0.4478,0.324795081967
9.0,17.0,0.0,4.0,1.0,2.0,0.66,0.6212,0.69,0.2985,0.926229508197
12.0,10.0,0.0,0.0,0.0,2.0,0.36,0.3485,0.87,0.1343,0.262295081967
2.0,16.0,0.0,2.0,1.0,1.0,0.42,0.4242,0.35,0.2985,0.271516393443
8.0,7.0,0.0,4.0,1.0,1.0,0.64,0.6061,0.69,0.2239,0.474385245902
12.0,6.0,0.0,1.0,1.0,1.0,0.36,0.3788,0.93,0.0,0.140368852459
10.0,3.0,0.0,5.0,1.0,2.0,0.52,0.5,0.88,0.1642,0.0122950819672
4.0,1.0,0.0,3.0,1.0,1.0,0.52,0.5,0.34,0.194,0.0133196721311
7.0,0.0,0.0,2.0,1.0,1.0,0.7,0.6515,0.7,0.0896,0.0696721311475
4.0,14.0,0.0,5.0,1.0,3.0,0.34,0.3182,0.87,0.2239,0.0143442622951
12.0,1.0,0.0,6.0,0.0,1.0,0.26,0.303,0.81,0.0,0.0696721311475
6.0,4.0,0.0,3.0,1.0,1.0,0.6,0.6212,0.4,0.2537,0.0102459016393
7.0,3.0,0.0,6.0,0.0,1.0,0.74,0.6818,0.62,0.1642,0.0430327868852
2.0,11.0,0.0,2.0,1.0,1.0,0.34,0.3182,0.36,0.2537,0.165983606557
9.0,19.0,0.0,6.0,0.0,1.0,0.52,0.5,0.55,0.1642,0.480532786885
6.0,19.0,0.0,5.0,1.0,3.0,0.64,0.5758,0.83,0.2537,0.335040983607
12.0,23.0,0.0,6.0,0.0,1.0,0.24,0.2576,0.56,0.0,0.016393442623
10.0,1.0,0.0,0.0,0.0,1.0,0.36,0.3788,0.87,0.0,0.0717213114754
11.0,9.0,0.0,4.0,1.0,1.0,0.32,0.2879,0.31,0.3582,0.280737704918
3.0,11.0,0.0,6.0,0.0,2.0,0.5,0.4848,0.94,0.194,0.27868852459
3.0,6.0,0.0,2.0,1.0,1.0,0.2,0.1818,0.59,0.2985,0.046106557377
12.0,14.0,0.0,0.0,0.0,1.0,0.34,0.3182,0.61,0.2537,0.0870901639344
1.0,20.0,0.0,1.0,1.0,2.0,0.2,0.2273,0.86,0.0896,0.134221311475
2.0,4.0,0.0,0.0,0.0,2.0,0.24,0.2424,0.87,0.1343,0.00819672131148
7.0,22.0,0.0,4.0,1.0,1.0,0.64,0.6212,0.57,0.0896,0.179303278689
12.0,9.0,0.0,0.0,0.0,1.0,0.24,0.2121,0.52,0.3881,0.0747950819672
2.0,8.0,0.0,3.0,1.0,1.0,0.1,0.1364,0.42,0.0,0.202868852459
12.0,18.0,0.0,1.0,1.0,1.0,0.36,0.3485,0.5,0.194,0.361680327869
11.0,15.0,0.0,2.0,1.0,1.0,0.5,0.4848,0.45,0.1343,0.189549180328
4.0,1.0,0.0,1.0,1.0,1.0,0.46,0.4545,0.94,0.2836,0.0030737704918
1.0,10.0,0.0,4.0,1.0,2.0,0.16,0.1364,0.5,0.3582,0.0379098360656
9.0,20.0,0.0,5.0,1.0,1.0,0.66,0.6212,0.61,0.1045,0.412909836066
4.0,11.0,0.0,3.0,1.0,2.0,0.42,0.4242,0.82,0.194,0.0614754098361
12.0,1.0,0.0,0.0,0.0,2.0,0.26,0.2273,0.56,0.4179,0.0276639344262
11.0,17.0,0.0,1.0,1.0,1.0,0.5,0.4848,0.45,0.1642,0.539959016393
12.0,15.0,0.0,3.0,1.0,3.0,0.26,0.2273,0.87,0.3582,0.0122950819672
2.0,15.0,0.0,2.0,1.0,1.0,0.34,0.303,0.49,0.4179,0.162909836066
2.0,2.0,0.0,2.0,1.0,1.0,0.28,0.2273,0.41,0.6866,0.00204918032787
7.0,5.0,0.0,3.0,1.0,1.0,0.74,0.6818,0.58,0.194,0.0256147540984
8.0,11.0,0.0,1.0,1.0,1.0,0.76,0.7273,0.66,0.1343,0.265368852459
12.0,15.0,0.0,5.0,1.0,1.0,0.38,0.3939,0.54,0.3582,0.206967213115
1.0,0.0,0.0,1.0,1.0,1.0,0.06,0.0606,0.41,0.194,0.00614754098361
8.0,18.0,0.0,2.0,1.0,1.0,0.78,0.697,0.4,0.2537,0.837090163934
10.0,1.0,0.0,4.0,1.0,1.0,0.56,0.5303,0.88,0.3582,0.0143442622951
6.0,13.0,0.0,6.0,0.0,1.0,0.8,0.7576,0.55,0.194,0.395491803279
3.0,9.0,0.0,0.0,0.0,1.0,0.3,0.2727,0.49,0.4478,0.11987704918
7.0,8.0,0.0,6.0,0.0,1.0,0.74,0.697,0.66,0.1642,0.165983606557
4.0,20.0,0.0,6.0,0.0,3.0,0.5,0.4848,0.82,0.2985,0.0389344262295
5.0,10.0,0.0,2.0,1.0,2.0,0.56,0.5303,0.37,0.0896,0.129098360656
1.0,17.0,0.0,0.0,0.0,2.0,0.16,0.1818,0.8,0.1045,0.109631147541
5.0,19.0,0.0,1.0,1.0,1.0,0.7,0.6667,0.74,0.2239,0.365778688525
9.0,8.0,0.0,6.0,0.0,1.0,0.56,0.5303,0.49,0.4179,0.21618852459
6.0,1.0,0.0,1.0,1.0,1.0,0.64,0.6061,0.73,0.2239,0.015368852459
11.0,6.0,0.0,0.0,0.0,1.0,0.26,0.2879,0.81,0.0896,0.015368852459
4.0,15.0,0.0,3.0,1.0,1.0,0.52,0.5,0.32,0.3284,0.118852459016
6.0,21.0,0.0,1.0,1.0,1.0,0.58,0.5455,0.49,0.2537,0.270491803279
4.0,16.0,0.0,2.0,1.0,2.0,0.48,0.4697,0.77,0.3881,0.100409836066
5.0,21.0,0.0,0.0,0.0,1.0,0.62,0.5909,0.73,0.194,0.138319672131
11.0,20.0,0.0,5.0,1.0,1.0,0.28,0.2727,0.48,0.194,0.139344262295
3.0,3.0,0.0,4.0,1.0,2.0,0.28,0.2727,1.0,0.194,0.0
1.0,8.0,0.0,3.0,1.0,2.0,0.24,0.2576,0.93,0.1045,0.200819672131
3.0,19.0,0.0,1.0,1.0,1.0,0.62,0.6061,0.61,0.2239,0.561475409836
11.0,22.0,0.0,3.0,1.0,1.0,0.34,0.303,0.61,0.4478,0.0625
2.0,22.0,0.0,3.0,1.0,1.0,0.24,0.2879,0.48,0.0,0.0614754098361
2.0,22.0,0.0,5.0,1.0,1.0,0.54,0.5152,0.1,0.2537,0.108606557377
4.0,11.0,0.0,0.0,0.0,1.0,0.5,0.4848,0.25,0.2836,0.412909836066
9.0,7.0,0.0,0.0,0.0,1.0,0.66,0.6061,0.78,0.194,0.0297131147541
10.0,15.0,0.0,6.0,0.0,3.0,0.22,0.2121,0.93,0.2537,0.0409836065574
3.0,10.0,0.0,4.0,1.0,2.0,0.5,0.4848,1.0,0.0896,0.144467213115
9.0,15.0,0.0,0.0,0.0,3.0,0.74,0.7121,0.74,0.1343,0.362704918033
9.0,7.0,0.0,5.0,1.0,1.0,0.52,0.5,0.83,0.2239,0.303278688525
10.0,19.0,0.0,0.0,0.0,2.0,0.38,0.3939,0.76,0.1642,0.164959016393
5.0,21.0,0.0,1.0,1.0,1.0,0.52,0.5,0.59,0.1343,0.15881147541
1.0,1.0,0.0,5.0,1.0,1.0,0.1,0.1212,0.54,0.1642,0.00409836065574
1.0,12.0,0.0,5.0,1.0,1.0,0.22,0.1818,0.27,0.5821,0.078893442623
11.0,13.0,0.0,2.0,1.0,3.0,0.42,0.4242,1.0,0.0896,0.0256147540984
5.0,19.0,0.0,2.0,1.0,1.0,0.78,0.7121,0.52,0.3582,0.537909836066
7.0,1.0,0.0,3.0,1.0,1.0,0.7,0.6515,0.58,0.194,0.0276639344262
9.0,0.0,0.0,0.0,0.0,1.0,0.62,0.6212,0.38,0.2537,0.183401639344
11.0,19.0,0.0,1.0,1.0,2.0,0.4,0.4091,0.58,0.2836,0.414959016393
7.0,13.0,0.0,3.0,1.0,1.0,0.78,0.6818,0.31,0.1642,0.318647540984
11.0,21.0,0.0,0.0,0.0,1.0,0.3,0.2727,0.52,0.2985,0.0881147540984
4.0,10.0,0.0,5.0,1.0,1.0,0.44,0.4394,0.38,0.4179,0.240778688525
12.0,14.0,0.0,2.0,1.0,1.0,0.46,0.4545,0.47,0.4478,0.252049180328
8.0,16.0,0.0,4.0,1.0,1.0,0.82,0.7576,0.46,0.194,0.414959016393
8.0,17.0,0.0,1.0,1.0,1.0,0.74,0.6667,0.51,0.2836,0.542008196721
12.0,9.0,0.0,1.0,1.0,1.0,0.4,0.4091,0.87,0.0896,0.314549180328
8.0,5.0,0.0,1.0,1.0,1.0,0.7,0.6667,0.79,0.0896,0.0143442622951
9.0,9.0,0.0,4.0,1.0,1.0,0.62,0.5909,0.78,0.2537,0.229508196721
10.0,19.0,0.0,0.0,0.0,1.0,0.46,0.4545,0.77,0.0,0.196721311475
8.0,5.0,0.0,1.0,1.0,1.0,0.62,0.5606,0.88,0.0,0.0358606557377
9.0,16.0,0.0,4.0,1.0,3.0,0.64,0.5606,0.94,0.2836,0.15881147541
9.0,11.0,0.0,3.0,1.0,1.0,0.72,0.6818,0.66,0.1642,0.167008196721
5.0,6.0,0.0,0.0,0.0,2.0,0.62,0.5606,0.88,0.194,0.0143442622951
11.0,4.0,0.0,3.0,1.0,1.0,0.22,0.2273,0.69,0.194,0.00512295081967
6.0,0.0,0.0,0.0,0.0,1.0,0.7,0.6515,0.65,0.0,0.0901639344262
6.0,9.0,0.0,4.0,1.0,2.0,0.74,0.697,0.7,0.1343,0.231557377049
5.0,22.0,0.0,5.0,1.0,1.0,0.6,0.5606,0.83,0.1343,0.236680327869
8.0,2.0,0.0,5.0,1.0,3.0,0.64,0.5758,0.83,0.0,0.00717213114754
3.0,4.0,0.0,3.0,1.0,2.0,0.3,0.303,0.93,0.1642,0.0
5.0,21.0,0.0,4.0,1.0,1.0,0.5,0.4848,0.42,0.194,0.234631147541
8.0,16.0,0.0,4.0,1.0,1.0,0.86,0.7727,0.39,0.2537,0.426229508197
12.0,4.0,0.0,6.0,0.0,2.0,0.36,0.3788,0.93,0.0,0.0112704918033
10.0,1.0,0.0,1.0,1.0,1.0,0.4,0.4091,0.71,0.0,0.0102459016393
2.0,21.0,0.0,6.0,0.0,1.0,0.26,0.303,0.41,0.0,0.0512295081967
2.0,21.0,0.0,5.0,1.0,1.0,0.58,0.5455,0.21,0.4925,0.0727459016393
11.0,9.0,0.0,4.0,1.0,2.0,0.34,0.303,0.61,0.3284,0.201844262295
12.0,16.0,0.0,5.0,1.0,1.0,0.42,0.4242,0.47,0.194,0.28893442623
10.0,7.0,0.0,4.0,1.0,1.0,0.36,0.3333,0.5,0.2537,0.488729508197
9.0,21.0,0.0,1.0,1.0,1.0,0.64,0.6061,0.73,0.0896,0.198770491803
6.0,20.0,0.0,2.0,1.0,1.0,0.8,0.7576,0.55,0.2537,0.468237704918
2.0,1.0,0.0,1.0,1.0,1.0,0.12,0.1212,0.5,0.2239,0.00512295081967
5.0,3.0,0.0,0.0,0.0,1.0,0.4,0.4091,0.82,0.1045,0.0225409836066
10.0,7.0,0.0,3.0,1.0,1.0,0.5,0.4848,0.88,0.0896,0.537909836066
11.0,23.0,0.0,3.0,1.0,1.0,0.36,0.3636,0.76,0.0896,0.0573770491803
12.0,14.0,1.0,2.0,0.0,1.0,0.38,0.3939,0.46,0.2985,0.128073770492
10.0,2.0,0.0,2.0,1.0,1.0,0.42,0.4242,0.82,0.1343,0.00409836065574
5.0,5.0,0.0,4.0,1.0,2.0,0.46,0.4545,0.88,0.2537,0.0204918032787
11.0,2.0,0.0,2.0,1.0,3.0,0.38,0.3939,1.0,0.1045,0.00512295081967
10.0,17.0,0.0,6.0,0.0,2.0,0.56,0.5303,0.64,0.2836,0.632172131148
1.0,12.0,0.0,4.0,1.0,1.0,0.2,0.197,0.51,0.194,0.112704918033
2.0,6.0,0.0,2.0,1.0,2.0,0.26,0.303,0.56,0.0,0.0911885245902
10.0,0.0,0.0,3.0,1.0,1.0,0.38,0.3939,0.76,0.0,0.0491803278689
8.0,15.0,0.0,1.0,1.0,1.0,0.74,0.6515,0.3,0.2985,0.202868852459
2.0,3.0,0.0,0.0,0.0,1.0,0.26,0.2879,0.87,0.0896,0.0102459016393
1.0,16.0,0.0,6.0,0.0,1.0,0.42,0.4242,0.44,0.3582,0.415983606557
3.0,21.0,0.0,4.0,1.0,1.0,0.42,0.4242,0.47,0.4627,0.200819672131
1.0,17.0,1.0,1.0,0.0,1.0,0.2,0.197,0.51,0.194,0.0717213114754
7.0,17.0,0.0,1.0,1.0,1.0,0.78,0.697,0.4,0.1642,0.868852459016
9.0,16.0,0.0,0.0,0.0,1.0,0.8,0.7727,0.59,0.2239,0.344262295082
7.0,15.0,0.0,0.0,0.0,3.0,0.92,0.8939,0.42,0.2836,0.304303278689
10.0,11.0,0.0,5.0,1.0,1.0,0.54,0.5152,0.37,0.3582,0.319672131148
10.0,17.0,0.0,5.0,1.0,1.0,0.58,0.5455,0.46,0.4179,0.491803278689
3.0,19.0,0.0,5.0,1.0,1.0,0.32,0.303,0.61,0.2537,0.108606557377
5.0,5.0,0.0,2.0,1.0,2.0,0.52,0.5,0.72,0.2836,0.0194672131148
8.0,4.0,0.0,0.0,0.0,3.0,0.64,0.5606,0.94,0.194,0.00204918032787
7.0,11.0,0.0,6.0,0.0,1.0,0.94,0.8788,0.38,0.194,0.375
4.0,18.0,0.0,5.0,1.0,1.0,0.52,0.5,0.48,0.3582,0.448770491803
9.0,10.0,0.0,4.0,1.0,3.0,0.66,0.5909,0.94,0.1343,0.0491803278689
2.0,23.0,0.0,2.0,1.0,1.0,0.16,0.1515,0.43,0.2537,0.0204918032787
2.0,10.0,0.0,5.0,1.0,1.0,0.34,0.3182,0.71,0.2836,0.117827868852
10.0,0.0,0.0,0.0,0.0,1.0,0.36,0.3788,0.87,0.0,0.0891393442623
1.0,4.0,0.0,5.0,1.0,1.0,0.22,0.2273,0.69,0.1343,0.00204918032787
6.0,12.0,0.0,2.0,1.0,1.0,0.7,0.6515,0.65,0.0896,0.298155737705
5.0,5.0,0.0,5.0,1.0,2.0,0.62,0.5606,0.88,0.0896,0.0297131147541
3.0,20.0,0.0,3.0,1.0,2.0,0.32,0.3182,0.87,0.194,0.0922131147541
3.0,23.0,0.0,6.0,0.0,2.0,0.44,0.4394,0.94,0.2836,0.106557377049
5.0,9.0,0.0,2.0,1.0,2.0,0.54,0.5152,0.88,0.2537,0.21106557377
11.0,22.0,0.0,3.0,1.0,1.0,0.4,0.4091,0.87,0.0,0.115778688525
12.0,12.0,0.0,1.0,1.0,2.0,0.4,0.4091,0.76,0.1045,0.156762295082
6.0,11.0,0.0,0.0,0.0,1.0,0.72,0.6515,0.45,0.1343,0.353483606557
11.0,19.0,0.0,4.0,1.0,1.0,0.38,0.3939,0.27,0.3582,0.381147540984
1.0,6.0,0.0,1.0,1.0,1.0,0.02,0.0758,0.48,0.0896,0.0143442622951
7.0,5.0,0.0,2.0,1.0,2.0,0.7,0.6667,0.74,0.1045,0.0184426229508
5.0,0.0,0.0,4.0,1.0,1.0,0.52,0.5,0.94,0.1045,0.0286885245902
9.0,15.0,0.0,1.0,1.0,2.0,0.6,0.6061,0.6,0.2239,0.190573770492
5.0,4.0,0.0,5.0,1.0,2.0,0.62,0.5606,0.88,0.0,0.00819672131148
10.0,0.0,0.0,4.0,1.0,2.0,0.6,0.6061,0.64,0.1045,0.0768442622951
7.0,8.0,0.0,2.0,1.0,1.0,0.7,0.6667,0.79,0.1343,0.777663934426
2.0,14.0,0.0,3.0,1.0,1.0,0.44,0.4394,0.54,0.3284,0.180327868852
5.0,5.0,0.0,4.0,1.0,2.0,0.6,0.5455,0.88,0.0896,0.0266393442623
4.0,0.0,1.0,5.0,0.0,1.0,0.44,0.4394,0.67,0.0,0.0266393442623
8.0,4.0,0.0,2.0,1.0,1.0,0.56,0.5303,0.88,0.0,0.0030737704918
12.0,1.0,1.0,2.0,0.0,2.0,0.26,0.2576,0.87,0.1642,0.0122950819672
10.0,15.0,0.0,4.0,1.0,1.0,0.62,0.6061,0.65,0.1343,0.311475409836
4.0,20.0,0.0,1.0,1.0,1.0,0.68,0.6364,0.57,0.5224,0.169057377049
5.0,6.0,0.0,1.0,1.0,1.0,0.46,0.4545,0.88,0.1045,0.144467213115
